"コード","住所1","住所2"
"40817_0951_00","築上郡","築上町石堂"
"40817_1155_00","築上郡","築上町櫟原"
"40817_0963_00","築上郡","築上町岩丸"
"40817_0975_00","築上郡","築上町上ノ河内"
"40817_0987_00","築上郡","築上町臼田"
"40817_0999_00","築上郡","築上町宇留津"
"40817_1003_00","築上郡","築上町小原"
"40817_1167_00","築上郡","築上町小山田"
"40817_1179_00","築上郡","築上町上香楽"
"40817_1181_00","築上郡","築上町上深野"
"40817_1193_00","築上郡","築上町上別府"
"40817_1205_00","築上郡","築上町袈裟丸"
"40817_1015_00","築上郡","築上町越路"
"40817_1027_00","築上郡","築上町極楽寺"
"40817_1217_00","築上郡","築上町寒田"
"40817_1039_00","築上郡","築上町坂本"
"40817_1041_00","築上郡","築上町椎田"
"40817_1229_00","築上郡","築上町下香楽"
"40817_1231_00","築上郡","築上町下深野"
"40817_1243_00","築上郡","築上町下別府"
"40817_1054_00","築上郡","築上町真如寺"
"40817_1066_00","築上郡","築上町高塚"
"40817_1256_00","築上郡","築上町築城"
"40817_1268_00","築上郡","築上町伝法寺"
"40817_1078_00","築上郡","築上町奈古"
"40817_1080_00","築上郡","築上町西八田"
"40817_1270_00","築上郡","築上町東築城"
"40817_1092_00","築上郡","築上町東八田"
"40817_1104_00","築上郡","築上町日奈古"
"40817_1282_00","築上郡","築上町広末"
"40817_1294_00","築上郡","築上町船迫"
"40817_1306_00","築上郡","築上町本庄"
"40817_1318_00","築上郡","築上町松丸"
"40817_1116_00","築上郡","築上町水原"
"40817_1128_00","築上郡","築上町湊"
"40817_1320_00","築上郡","築上町南八田"
"40817_1332_00","築上郡","築上町安武"
"40817_1130_00","築上郡","築上町山本"
"40817_1344_00","築上郡","築上町弓の師"
"40817_0672_00","築上郡","吉富町今吉"
"40817_0633_00","築上郡","吉富町小犬丸"
"40817_0708_00","築上郡","吉富町小祝"
"40817_0696_00","築上郡","吉富町幸子"
"40817_0722_00","築上郡","吉富町鈴熊"
"40817_0658_00","築上郡","吉富町土屋"
"40817_0645_00","築上郡","吉富町直江"
"40817_0710_00","築上郡","吉富町楡生"
"40817_0660_00","築上郡","吉富町広津"
"40817_0684_00","築上郡","吉富町別府"
"40503_0558_00","久留米市","合川町"
"40503_1117_00","久留米市","朝妻町"
"40503_0317_00","久留米市","旭町"
"40503_0331_00","久留米市","洗町"
"40503_0762_00","久留米市","荒木町荒木"
"40503_0798_00","久留米市","荒木町今"
"40503_0786_00","久留米市","荒木町下荒木"
"40503_0774_00","久留米市","荒木町白口"
"40503_0800_00","久留米市","荒木町藤田"
"40503_0370_00","久留米市","梅満町"
"40503_1220_00","久留米市","江戸屋敷"
"40503_0394_00","久留米市","大石町"
"40503_0610_00","久留米市","大手町"
"40503_0937_00","久留米市","大橋町合楽"
"40503_0949_00","久留米市","大橋町常持"
"40503_0560_00","久留米市","大橋町蜷川"
"40503_1232_00","久留米市","上津"
"40503_0521_00","久留米市","上津町"
"40503_0521_01","久留米市","上津町区画整理保留地"
"40503_0216_00","久留米市","北野町赤司"
"40503_0230_00","久留米市","北野町石崎"
"40503_0242_00","久留米市","北野町稲数"
"40503_0267_00","久留米市","北野町今山"
"40503_1319_00","久留米市","北野町大城"
"40503_1321_00","久留米市","北野町乙丸"
"40503_1345_00","久留米市","北野町乙吉"
"40503_1333_00","久留米市","北野町金島"
"40503_1358_00","久留米市","北野町上弓削"
"40503_1360_00","久留米市","北野町高良"
"40503_1372_00","久留米市","北野町十郎丸"
"40503_1384_00","久留米市","北野町陣屋"
"40503_1396_00","久留米市","北野町千代島"
"40503_1408_00","久留米市","北野町塚島"
"40503_1410_00","久留米市","北野町冨多"
"40503_1422_00","久留米市","北野町鳥巣"
"40503_1434_00","久留米市","北野町中"
"40503_1446_00","久留米市","北野町中川"
"40503_1459_00","久留米市","北野町中島"
"40503_1461_00","久留米市","北野町仁王丸"
"40503_1473_00","久留米市","北野町八重亀"
"40503_0329_00","久留米市","京町"
"40503_0747_00","久留米市","草野町草野"
"40503_0735_00","久留米市","草野町紅桃林"
"40503_0723_00","久留米市","草野町矢作"
"40503_0750_00","久留米市","草野町吉木"
"40503_0089_00","久留米市","櫛原町"
"40503_0596_00","久留米市","高良内町"
"40503_0141_00","久留米市","小頭町"
"40503_0444_00","久留米市","国分町"
"40503_1271_00","久留米市","小森野"
"40503_0432_00","久留米市","小森野町"
"40503_0305_00","久留米市","篠山町"
"40503_0622_00","久留米市","篠原町"
"40503_0178_00","久留米市","荘島町"
"40503_0382_00","久留米市","白山町"
"40503_0103_00","久留米市","新合川"
"40503_1713_00","久留米市","城島町青木島"
"40503_1725_00","久留米市","城島町芦塚"
"40503_1737_00","久留米市","城島町浮島"
"40503_1749_00","久留米市","城島町内野"
"40503_1752_00","久留米市","城島町江上"
"40503_1764_00","久留米市","城島町江上上"
"40503_1776_00","久留米市","城島町江上本"
"40503_1788_00","久留米市","城島町江島"
"40503_1790_00","久留米市","城島町大依"
"40503_1802_00","久留米市","城島町上青木"
"40503_1814_00","久留米市","城島町下青木"
"40503_1826_00","久留米市","城島町下田"
"40503_1838_00","久留米市","城島町四郎丸"
"40503_1840_00","久留米市","城島町城島"
"40503_1853_00","久留米市","城島町楢津"
"40503_1865_00","久留米市","城島町西青木"
"40503_1877_00","久留米市","城島町浜"
"40503_1889_00","久留米市","城島町原中牟田"
"40503_1891_00","久留米市","城島町六町原"
"40503_0952_00","久留米市","城南町"
"40503_0469_00","久留米市","諏訪野町"
"40503_1067_00","久留米市","青峰"
"40503_0343_00","久留米市","瀬下町"
"40503_0925_00","久留米市","善導寺町飯田"
"40503_0901_00","久留米市","善導寺町木塚"
"40503_0899_00","久留米市","善導寺町島"
"40503_0913_00","久留米市","善導寺町与田"
"40503_1283_00","久留米市","高野"
"40503_0420_00","久留米市","高野町"
"40503_1485_00","久留米市","田主丸町秋成"
"40503_1497_00","久留米市","田主丸町朝森"
"40503_1509_00","久留米市","田主丸町石垣"
"40503_1511_00","久留米市","田主丸町以真恵"
"40503_1523_00","久留米市","田主丸町恵利"
"40503_1535_00","久留米市","田主丸町上原"
"40503_1547_00","久留米市","田主丸町志塚島"
"40503_1598_00","久留米市","田主丸町地徳"
"40503_1550_00","久留米市","田主丸町菅原"
"40503_1562_00","久留米市","田主丸町鷹取"
"40503_1574_00","久留米市","田主丸町竹野"
"40503_1586_00","久留米市","田主丸町田主丸"
"40503_1600_00","久留米市","田主丸町常盤"
"40503_1612_00","久留米市","田主丸町豊城"
"40503_1624_00","久留米市","田主丸町中尾"
"40503_1636_00","久留米市","田主丸町長栖"
"40503_1648_00","久留米市","田主丸町野田"
"40503_1651_00","久留米市","田主丸町殖木"
"40503_1663_00","久留米市","田主丸町船越"
"40503_1675_00","久留米市","田主丸町牧"
"40503_1687_00","久留米市","田主丸町益生田"
"40503_1699_00","久留米市","田主丸町森部"
"40503_1701_00","久留米市","田主丸町八幡"
"40503_1218_00","久留米市","大善寺大橋"
"40503_0887_00","久留米市","大善寺町黒田"
"40503_0875_00","久留米市","大善寺町中津"
"40503_0863_00","久留米市","大善寺町藤吉"
"40503_0848_00","久留米市","大善寺町宮本"
"40503_0851_00","久留米市","大善寺町夜明"
"40503_1206_00","久留米市","大善寺南"
"40503_0572_00","久留米市","太郎原町"
"40503_0964_00","久留米市","中央町"
"40503_0356_00","久留米市","津福今町"
"40503_0368_00","久留米市","津福本町"
"40503_0065_00","久留米市","寺町"
"40503_0495_00","久留米市","天神町"
"40503_0608_00","久留米市","東和町"
"40503_0040_00","久留米市","通東町"
"40503_0038_00","久留米市","通外町"
"40503_0053_00","久留米市","通町"
"40503_1079_00","久留米市","長門石"
"40503_0406_00","久留米市","長門石町"
"40503_0293_00","久留米市","縄手町"
"40503_0026_00","久留米市","南薫西町"
"40503_0014_00","久留米市","南薫町"
"40503_0471_00","久留米市","西町"
"40503_0457_00","久留米市","野中町"
"40503_1244_00","久留米市","野伏間"
"40503_2018_00","久留米市","花畑"
"40503_0154_00","久留米市","原古賀町"
"40503_1081_00","久留米市","東合川"
"40503_1093_00","久留米市","東合川新町"
"40503_1105_00","久留米市","東合川干出町"
"40503_0646_00","久留米市","東合川町"
"40503_0418_00","久留米市","東櫛原町"
"40503_0483_00","久留米市","東町"
"40503_0519_00","久留米市","日ノ出町"
"40503_0127_00","久留米市","百年公園"
"40503_0091_00","久留米市","日吉町"
"40503_1257_00","久留米市","藤光"
"40503_0533_00","久留米市","藤光町"
"40503_0545_00","久留米市","藤山町"
"40503_0077_00","久留米市","螢川町"
"40503_0139_00","久留米市","本町"
"40503_0166_00","久留米市","松ヶ枝町"
"40503_1131_00","久留米市","御井朝妻"
"40503_1129_00","久留米市","御井旗崎"
"40503_0507_00","久留米市","御井町"
"40503_1903_00","久留米市","三潴町生岩"
"40503_1915_00","久留米市","三潴町壱町原"
"40503_1927_00","久留米市","三潴町清松"
"40503_1939_00","久留米市","三潴町草場"
"40503_1941_00","久留米市","三潴町高三潴"
"40503_1954_00","久留米市","三潴町田川"
"40503_1966_00","久留米市","三潴町玉満"
"40503_1978_00","久留米市","三潴町西牟田"
"40503_1980_00","久留米市","三潴町早津崎"
"40503_1992_00","久留米市","三潴町原田"
"40503_2006_00","久留米市","三潴町福光"
"40503_1307_00","久留米市","南"
"40503_0634_00","久留米市","南町"
"40503_1295_00","久留米市","宮ノ陣"
"40503_0673_00","久留米市","宮ノ陣町大杜"
"40503_0697_00","久留米市","宮ノ陣町五郎丸"
"40503_0659_00","久留米市","宮ノ陣町八丁島"
"40503_0685_00","久留米市","宮ノ陣町宮瀬"
"40503_1042_00","久留米市","宮ノ陣町宮瀬官有地"
"40503_0661_00","久留米市","宮ノ陣町若松"
"40503_1055_00","久留米市","六ツ門町"
"40503_1269_00","久留米市","本山"
"40503_0836_00","久留米市","安武町住吉"
"40503_0824_00","久留米市","安武町武島"
"40503_0812_00","久留米市","安武町安武本"
"40503_1156_00","久留米市","山川安居野"
"40503_1194_00","久留米市","山川市ノ上町"
"40503_1168_00","久留米市","山川追分"
"40503_1182_00","久留米市","山川沓形町"
"40503_1143_00","久留米市","山川神代"
"40503_1170_00","久留米市","山川野口町"
"40503_0584_00","久留米市","山川町"
"40503_0709_00","久留米市","山本町豊田"
"40503_0711_00","久留米市","山本町耳納"
"40504_1500_00","大牟田市","青葉町"
"40504_0395_00","大牟田市","曙町"
"40504_0700_00","大牟田市","旭町"
"40504_0635_00","大牟田市","浅牟田町"
"40504_1310_00","大牟田市","甘木"
"40504_1548_00","大牟田市","飯田町"
"40504_0320_00","大牟田市","泉町"
"40504_0421_00","大牟田市","出雲町"
"40504_1207_00","大牟田市","櫟野"
"40504_0407_00","大牟田市","一浦町"
"40504_1423_00","大牟田市","一部町"
"40504_0344_00","大牟田市","一本町"
"40504_1171_00","大牟田市","今山"
"40504_1056_00","大牟田市","入船町"
"40504_1260_00","大牟田市","岩本"
"40504_1777_00","大牟田市","岩本新町"
"40504_0914_00","大牟田市","右京町"
"40504_1536_00","大牟田市","臼井新町"
"40504_1563_00","大牟田市","臼井町"
"40504_0751_00","大牟田市","恵比須町"
"40504_0864_00","大牟田市","延命寺町"
"40504_0559_00","大牟田市","大浦町"
"40504_0965_00","大牟田市","小川町"
"40504_1450_00","大牟田市","沖田町"
"40504_0686_00","大牟田市","柿園町"
"40504_0876_00","大牟田市","片平町"
"40504_1219_00","大牟田市","勝立"
"40504_1029_00","大牟田市","加納町"
"40504_1258_00","大牟田市","上内"
"40504_1714_00","大牟田市","上白川町"
"40504_0419_00","大牟田市","上町"
"40504_0991_00","大牟田市","上屋敷町"
"40504_0573_00","大牟田市","亀谷町"
"40504_0611_00","大牟田市","亀甲町"
"40504_0585_00","大牟田市","瓦町"
"40504_1486_00","大牟田市","神田町"
"40504_0775_00","大牟田市","北磯町"
"40504_1195_00","大牟田市","教楽来"
"40504_1385_00","大牟田市","草木"
"40504_1183_00","大牟田市","歴木"
"40504_1334_00","大牟田市","久福木"
"40504_0229_00","大牟田市","久保田町"
"40504_1221_00","大牟田市","倉永"
"40504_0799_00","大牟田市","健老町"
"40504_1397_00","大牟田市","黄金町"
"40504_0015_00","大牟田市","小浜町"
"40504_1575_00","大牟田市","合成町"
"40504_0712_00","大牟田市","栄町"
"40504_1474_00","大牟田市","桜町"
"40504_0357_00","大牟田市","左古町"
"40504_1601_00","大牟田市","笹原町"
"40504_0268_00","大牟田市","笹林町"
"40504_0496_00","大牟田市","三坑町"
"40504_1005_00","大牟田市","汐屋町"
"40504_1272_00","大牟田市","四ケ"
"40504_1765_00","大牟田市","四箇新町"
"40504_1625_00","大牟田市","下池町"
"40504_1726_00","大牟田市","下白川町"
"40504_1118_00","大牟田市","正山町"
"40504_1702_00","大牟田市","昭和開"
"40504_0849_00","大牟田市","昭和町"
"40504_1373_00","大牟田市","白川"
"40504_1346_00","大牟田市","白銀"
"40504_0926_00","大牟田市","白金町"
"40504_0231_00","大牟田市","不知火町"
"40504_0801_00","大牟田市","城町"
"40504_0787_00","大牟田市","新開町"
"40504_1587_00","大牟田市","新勝立町"
"40504_1106_00","大牟田市","新港町"
"40504_1740_00","大牟田市","新栄町"
"40504_0027_00","大牟田市","新地町"
"40504_0458_00","大牟田市","真道寺町"
"40504_1169_00","大牟田市","新町"
"40504_0460_00","大牟田市","上官町"
"40504_1120_00","大牟田市","浄真町"
"40504_1652_00","大牟田市","末広町"
"40504_0092_00","大牟田市","住吉町"
"40504_0953_00","大牟田市","諏訪町"
"40504_1082_00","大牟田市","早米来町"
"40504_0167_00","大牟田市","大正町"
"40504_1068_00","大牟田市","高砂町"
"40504_0243_00","大牟田市","宝坂町"
"40504_1361_00","大牟田市","田隈"
"40504_1359_00","大牟田市","橘"
"40504_0371_00","大牟田市","谷町"
"40504_0888_00","大牟田市","田端町"
"40504_0813_00","大牟田市","大黒町"
"40504_0318_00","大牟田市","築町"
"40504_1688_00","大牟田市","千代町"
"40504_0825_00","大牟田市","椿黒町"
"40504_1296_00","大牟田市","手鎌"
"40504_0763_00","大牟田市","天神町"
"40504_1512_00","大牟田市","天道町"
"40504_0940_00","大牟田市","天領町"
"40504_0546_00","大牟田市","稲荷町"
"40504_1284_00","大牟田市","唐船"
"40504_0650_00","大牟田市","通町"
"40504_0306_00","大牟田市","常盤町"
"40504_0662_00","大牟田市","鳥塚町"
"40504_0142_00","大牟田市","中島町"
"40504_1738_00","大牟田市","中白川町"
"40504_0155_00","大牟田市","中友町"
"40504_0748_00","大牟田市","中町"
"40504_0890_00","大牟田市","長田町"
"40504_0837_00","大牟田市","長溝町"
"40504_0484_00","大牟田市","七浦町"
"40504_1070_00","大牟田市","浪花町"
"40504_1664_00","大牟田市","西新町"
"40504_0039_00","大牟田市","西浜田町"
"40504_1043_00","大牟田市","西港町"
"40504_0522_00","大牟田市","西宮浦町"
"40504_1551_00","大牟田市","野添町"
"40504_1613_00","大牟田市","萩尾町"
"40504_0294_00","大牟田市","橋口町"
"40504_0609_00","大牟田市","八尻町"
"40504_0597_00","大牟田市","八本町"
"40504_0472_00","大牟田市","花園町"
"40504_1753_00","大牟田市","浜田町"
"40504_0724_00","大牟田市","浜町"
"40504_1498_00","大牟田市","早鐘町"
"40504_1411_00","大牟田市","駛馬町"
"40504_0256_00","大牟田市","原山町"
"40504_1409_00","大牟田市","馬場町"
"40504_0332_00","大牟田市","東泉町"
"40504_0647_00","大牟田市","東新町"
"40504_1637_00","大牟田市","東萩尾町"
"40504_0510_00","大牟田市","東宮浦町"
"40504_0989_00","大牟田市","樋口町"
"40504_0674_00","大牟田市","日出町"
"40504_1017_00","大牟田市","姫島町"
"40504_0623_00","大牟田市","平原町"
"40504_1462_00","大牟田市","藤田町"
"40504_0977_00","大牟田市","船津町"
"40504_0205_00","大牟田市","古町"
"40504_0181_00","大牟田市","本町"
"40504_1447_00","大牟田市","馬込町"
"40504_0433_00","大牟田市","松浦町"
"40504_0179_00","大牟田市","松原町"
"40504_1599_00","大牟田市","馬渡町"
"40504_1157_00","大牟田市","三池"
"40504_1031_00","大牟田市","三川町"
"40504_1308_00","大牟田市","岬"
"40504_1144_00","大牟田市","岬町"
"40504_1132_00","大牟田市","三里町"
"40504_0104_00","大牟田市","港町"
"40504_1649_00","大牟田市","南船津町"
"40504_0445_00","大牟田市","宮坂町"
"40504_1245_00","大牟田市","宮崎"
"40504_1435_00","大牟田市","宮原町"
"40504_1322_00","大牟田市","宮部"
"40504_0508_00","大牟田市","宮山町"
"40504_0736_00","大牟田市","明治町"
"40504_0534_00","大牟田市","焼石町"
"40504_0902_00","大牟田市","八江町"
"40504_0938_00","大牟田市","山下町"
"40504_0369_00","大牟田市","山上町"
"40504_0270_00","大牟田市","有明町"
"40504_1233_00","大牟田市","吉野"
"40504_1094_00","大牟田市","四山町"
"40504_1524_00","大牟田市","米生町"
"40504_0561_00","大牟田市","龍湖瀬町"
"40504_0852_00","大牟田市","若宮町"
"40506_0258_00","柳川市","曙町"
"40506_0284_00","柳川市","旭町"
"40506_0548_00","柳川市","有明町"
"40506_0411_00","柳川市","一新町"
"40506_0346_00","柳川市","稲荷町"
"40506_0233_00","柳川市","恵美須町"
"40506_0435_00","柳川市","奥州町"
"40506_0551_00","柳川市","大浜町"
"40506_0334_00","柳川市","沖端町"
"40506_0524_00","柳川市","鬼童町"
"40506_0070_00","柳川市","鍛冶屋町"
"40506_0056_00","柳川市","片原町"
"40506_0094_00","柳川市","蟹町"
"40506_0017_00","柳川市","上町"
"40506_0361_00","柳川市","上宮永町"
"40506_0690_00","柳川市","蒲生"
"40506_0649_00","柳川市","金納"
"40506_0207_00","柳川市","北長柄町"
"40506_0157_00","柳川市","京町"
"40506_0601_00","柳川市","久々原"
"40506_0082_00","柳川市","糀屋町"
"40506_0637_00","柳川市","古賀"
"40506_0219_00","柳川市","小道具町"
"40506_0169_00","柳川市","細工町"
"40506_0498_00","柳川市","坂本町"
"40506_0106_00","柳川市","材木町"
"40506_0385_00","柳川市","下宮永町"
"40506_0726_00","柳川市","昭南町"
"40506_0120_00","柳川市","新船津町"
"40506_0512_00","柳川市","新外町"
"40506_0171_00","柳川市","新町"
"40506_0486_00","柳川市","城隅町"
"40506_0450_00","柳川市","城南町"
"40506_0272_00","柳川市","隅町"
"40506_0676_00","柳川市","高島"
"40506_0702_00","柳川市","立石"
"40506_0575_00","柳川市","田脇"
"40506_0308_00","柳川市","筑紫町"
"40506_0397_00","柳川市","佃町"
"40506_0031_00","柳川市","辻町"
"40506_0296_00","柳川市","椿原町"
"40506_0183_00","柳川市","出来町"
"40506_0132_00","柳川市","常盤町"
"40506_0029_00","柳川市","中町"
"40506_0613_00","柳川市","七ツ家"
"40506_0068_00","柳川市","西魚屋町"
"40506_0664_00","柳川市","西蒲池"
"40506_0587_00","柳川市","西浜武"
"40506_0563_00","柳川市","間"
"40506_0536_00","柳川市","橋本町"
"40506_0245_00","柳川市","八軒町"
"40506_0221_00","柳川市","東魚屋町"
"40506_0652_00","柳川市","東蒲池"
"40506_0423_00","柳川市","袋町"
"40506_0714_00","柳川市","保加町"
"40506_0474_00","柳川市","本城町"
"40506_0409_00","柳川市","本町"
"40506_0738_00","柳川市","三橋町磯鳥"
"40506_0740_00","柳川市","三橋町今古賀"
"40506_0753_00","柳川市","三橋町枝光"
"40506_0765_00","柳川市","三橋町江曲"
"40506_0777_00","柳川市","三橋町起田"
"40506_0789_00","柳川市","三橋町蒲船津"
"40506_0791_00","柳川市","三橋町木元"
"40506_0803_00","柳川市","三橋町五拾町"
"40506_0815_00","柳川市","三橋町下百町"
"40506_0827_00","柳川市","三橋町白鳥"
"40506_0839_00","柳川市","三橋町高畑"
"40506_0841_00","柳川市","三橋町棚町"
"40506_0854_00","柳川市","三橋町垂見"
"40506_0866_00","柳川市","三橋町中山"
"40506_0916_00","柳川市","三橋町新村"
"40506_0878_00","柳川市","三橋町久末"
"40506_0880_00","柳川市","三橋町百町"
"40506_0892_00","柳川市","三橋町藤吉"
"40506_0904_00","柳川市","三橋町正行"
"40506_0928_00","柳川市","三橋町柳河"
"40506_0930_00","柳川市","三橋町柳河官有"
"40506_0942_00","柳川市","三橋町吉開"
"40506_0195_00","柳川市","南長柄町"
"40506_0599_00","柳川市","南浜武"
"40506_0447_00","柳川市","宮永町"
"40506_0462_00","柳川市","茂庵町"
"40506_0118_00","柳川市","本船津町"
"40506_0144_00","柳川市","元町"
"40506_0043_00","柳川市","八百屋町"
"40506_0688_00","柳川市","矢加部"
"40506_0359_00","柳川市","弥四郎町"
"40506_0310_00","柳川市","矢留本町"
"40506_0322_00","柳川市","矢留町"
"40506_0500_00","柳川市","柳町"
"40506_0955_00","柳川市","大和町明野"
"40506_0967_00","柳川市","大和町大坪"
"40506_0979_00","柳川市","大和町栄"
"40506_0981_00","柳川市","大和町皿垣開"
"40506_0993_00","柳川市","大和町塩塚"
"40506_1007_00","柳川市","大和町鷹ノ尾"
"40506_1019_00","柳川市","大和町谷垣"
"40506_1021_00","柳川市","大和町徳益"
"40506_1033_00","柳川市","大和町豊原"
"40506_1045_00","柳川市","大和町中島"
"40506_1060_00","柳川市","大和町永田開"
"40506_1058_00","柳川市","大和町六合"
"40506_0260_00","柳川市","横山町"
"40506_0373_00","柳川市","吉富町"
"40506_0625_00","柳川市","吉原"
"40507_0032_00","八女市","稲富"
"40507_0032_01","八女市","稲富上稲富"
"40507_0032_02","八女市","稲富下稲富"
"40507_0335_00","八女市","井延"
"40507_0347_00","八女市","今福"
"40507_0071_00","八女市","岩崎"
"40507_0386_00","八女市","鵜池"
"40507_0323_00","八女市","大籠"
"40507_0083_00","八女市","大島"
"40507_0107_00","八女市","緒玉"
"40507_0362_00","八女市","蒲原"
"40507_0350_00","八女市","亀甲"
"40507_0350_01","八女市","亀甲亀甲北"
"40507_0222_00","八女市","川犬"
"40507_0222_01","八女市","川犬泉島"
"40507_0222_02","八女市","川犬犬馬場"
"40507_0222_03","八女市","川犬下川犬"
"40507_0222_04","八女市","川犬宮島"
"40507_0285_00","八女市","北田形"
"40507_0184_00","八女市","祈祷院"
"40507_0246_00","八女市","国武"
"40507_0246_01","八女市","国武北国武"
"40507_0246_02","八女市","国武南国武"
"40507_0463_00","八女市","黒木町今"
"40507_0475_00","八女市","黒木町大淵"
"40507_0487_00","八女市","黒木町鹿子生"
"40507_0499_00","八女市","黒木町笠原"
"40507_0501_00","八女市","黒木町北大淵"
"40507_0513_00","八女市","黒木町北木屋"
"40507_0525_00","八女市","黒木町黒木"
"40507_0537_00","八女市","黒木町桑原"
"40507_0549_00","八女市","黒木町木屋"
"40507_0552_00","八女市","黒木町田代"
"40507_0564_00","八女市","黒木町田本"
"40507_0576_00","八女市","黒木町土窪"
"40507_0588_00","八女市","黒木町本分"
"40507_0590_00","八女市","黒木町湯辺田"
"40507_0309_00","八女市","黒土"
"40507_0121_00","八女市","酒井田"
"40507_0210_00","八女市","新庄"
"40507_0210_01","八女市","新庄今山"
"40507_0210_02","八女市","新庄上新庄"
"40507_0210_03","八女市","新庄下新庄"
"40507_0210_04","八女市","新庄西田"
"40507_0210_05","八女市","新庄福市"
"40507_0451_00","八女市","上陽町上横山"
"40507_0424_00","八女市","上陽町北川内"
"40507_0436_00","八女市","上陽町久木原"
"40507_0448_00","八女市","上陽町下横山"
"40507_0234_00","八女市","平"
"40507_0095_00","八女市","高塚"
"40507_0069_00","八女市","宅間田"
"40507_0311_00","八女市","忠見"
"40507_0602_00","八女市","立花町兼松"
"40507_0626_00","八女市","立花町北山"
"40507_0638_00","八女市","立花町下辺春"
"40507_0640_00","八女市","立花町白木"
"40507_0653_00","八女市","立花町田形"
"40507_0665_00","八女市","立花町谷川"
"40507_0677_00","八女市","立花町遠久谷"
"40507_0689_00","八女市","立花町原島"
"40507_0691_00","八女市","立花町山崎"
"40507_0412_00","八女市","龍ヶ原"
"40507_0614_00","八女市","立花町上辺春"
"40507_0398_00","八女市","立野"
"40507_0196_00","八女市","津江"
"40507_0196_01","八女市","津江上津江"
"40507_0196_02","八女市","津江下津江"
"40507_0196_03","八女市","津江大福寺"
"40507_0196_04","八女市","津江東馬場"
"40507_0196_05","八女市","津江平田"
"40507_0044_00","八女市","豊福"
"40507_0259_00","八女市","長野"
"40507_0160_00","八女市","納楚"
"40507_0208_00","八女市","馬場"
"40507_0208_01","八女市","馬場北馬場"
"40507_0208_02","八女市","馬場栄町"
"40507_0208_03","八女市","馬場大福寺"
"40507_0208_04","八女市","馬場東馬場"
"40507_0208_05","八女市","馬場南馬場"
"40507_0133_00","八女市","光"
"40507_0172_00","八女市","平田"
"40507_0703_00","八女市","星野村"
"40507_0297_00","八女市","本"
"40507_0297_01","八女市","本立山"
"40507_0297_02","八女市","本牟田"
"40507_0400_00","八女市","前古賀"
"40507_0119_00","八女市","宮野"
"40507_0374_00","八女市","室岡"
"40507_0018_00","八女市","本町"
"40507_0018_02","八女市","本町新町"
"40507_0018_03","八女市","本町大正町"
"40507_0018_04","八女市","本町土橋"
"40507_0018_05","八女市","本町中宮野町"
"40507_0018_06","八女市","本町西京町"
"40507_0018_07","八女市","本町西紺屋町"
"40507_0018_08","八女市","本町西唐人町"
"40507_0018_09","八女市","本町西古松町"
"40507_0018_10","八女市","本町西宮野町"
"40507_0018_11","八女市","本町西矢原町"
"40507_0018_12","八女市","本町東京町"
"40507_0018_13","八女市","本町東紺屋町"
"40507_0018_14","八女市","本町東唐人町"
"40507_0018_15","八女市","本町東古松町"
"40507_0018_16","八女市","本町東宮野町"
"40507_0018_17","八女市","本町東矢原町"
"40507_0020_00","八女市","本村"
"40507_0020_07","八女市","本村榎町"
"40507_0020_01","八女市","本村北平塚"
"40507_0020_02","八女市","本村清水町"
"40507_0020_03","八女市","本村杉町"
"40507_0020_04","八女市","本村大正町"
"40507_0020_05","八女市","本村西矢原町"
"40507_0020_06","八女市","本村南平塚"
"40507_0273_00","八女市","柳島"
"40507_0145_00","八女市","柳瀬"
"40507_0145_01","八女市","柳瀬上柳瀬"
"40507_0145_02","八女市","柳瀬下柳瀬"
"40507_0145_03","八女市","柳瀬中柳瀬"
"40507_0158_00","八女市","矢原"
"40507_0715_00","八女市","矢部村北矢部"
"40507_0727_00","八女市","矢部村矢部"
"40507_0261_00","八女市","山内"
"40507_0057_00","八女市","吉田"
"40507_0057_01","八女市","吉田上吉田"
"40507_0057_02","八女市","吉田下吉田"
"40508_0060_00","筑後市","和泉"
"40508_0413_00","筑後市","一条"
"40508_0336_00","筑後市","江口"
"40508_0185_00","筑後市","尾島"
"40508_0274_00","筑後市","折地"
"40508_0161_00","筑後市","上北島"
"40508_0108_00","筑後市","北長田"
"40508_0110_00","筑後市","久恵"
"40508_0033_00","筑後市","熊野"
"40508_0045_00","筑後市","蔵数"
"40508_0286_00","筑後市","古島"
"40508_0324_00","筑後市","四ヶ所"
"40508_0300_00","筑後市","島田"
"40508_0197_00","筑後市","志"
"40508_0159_00","筑後市","下北島"
"40508_0223_00","筑後市","下妻"
"40508_0387_00","筑後市","庄島"
"40508_0134_00","筑後市","新溝"
"40508_0298_00","筑後市","井田"
"40508_0348_00","筑後市","高江"
"40508_0209_00","筑後市","津島"
"40508_0211_00","筑後市","常用"
"40508_0122_00","筑後市","鶴田"
"40508_0399_00","筑後市","徳久"
"40508_0351_00","筑後市","富重"
"40508_0312_00","筑後市","富久"
"40508_0235_00","筑後市","富安"
"40508_0262_00","筑後市","中折地"
"40508_0250_00","筑後市","中牟田"
"40508_0375_00","筑後市","長崎"
"40508_0072_00","筑後市","長浜"
"40508_0401_00","筑後市","西牟田"
"40508_0173_00","筑後市","野町"
"40508_0021_00","筑後市","羽犬塚"
"40508_0058_00","筑後市","久富"
"40508_0084_00","筑後市","前津"
"40508_0247_00","筑後市","馬間田"
"40508_0146_00","筑後市","水田"
